index,project_name,create_time,project_language,contributor,star,fork,issues,watch,project_commits,code_language,keyword_index,matched_keyword,path_of_first_file_commit,final_change_commit_path,code_granularity_data,code_func_type,number_of_bug_or_vulnerability_all_commit,start_end_line_data,first_loc,final_start_end_line_data,final_loc_add,final_loc_minus,final_change_type,test_code_data,regular_expression_data,number_of_commits,number_of_change_commit_to_first,change_commit_to_first_index,change_commit_to_first_hash,change_commit_to_first_blocks,number_of_all_change_commit,all_change_commit_index,all_change_commit_hash,all_change_commit_blocks,number_of_all_change_fix_commit,all_change_fix_commit_index,all_change_fix_commit_hash,all_change_fix_commit_blocks,project_lines,project_locs,project_statements,project_functions,project_classes,project_files,project_density_comments,project_comments,project_duplicated_lines,project_duplicated_blocks,project_duplicated_files,project_duplicated_lines_density,project_vulnerability,project_bugs,project_code_smells,project_sqale_index,project_sqale_debt_ratio,project_complexity_all,project_cognitive_complexity_all,project_complexity_mean_method,project_cognitive_complexity_mean_method,code_lines,code_locs,code_statements,code_functions,code_classes,code_files,code_density_comments,code_comments,code_duplicated_lines,code_duplicated_blocks,code_duplicated_files,code_duplicated_lines_density,code_code_smells,code_sqale_index,code_sqale_debt_ratio,code_complexity_all,code_cognitive_complexity_all,code_complexity_mean_method,code_cognitive_complexity_mean_method,manual_vs_gpt_loc_ratio,manual_vs_gpt_change_commit_ratio,manual_vs_gpt_change_fix_commit_ratio,code_vulnerability,code_bugs
39,rvfpm,2023-11-14 13:08:51,C++,,1,0,2,1,194,C++,4,generated by chatgpt,rvfpm\f0a335a1b8af4f653780ba542084bd9aa9edffc1\work\src\in_TestFloat.cpp,rvfpm\63e3716e476b60cc4386beed82f3733e1e410c93\work\src\in_TestFloat.cpp,method,,28,"[25,102]",78,,,,,,,18,17,"[-2, -3, -4, -5, -6, -7, -8, -9, -10, -11, -12, -13, -14, -15, -16, -17, -18]","['bb2063a4628306a065382e40bf52793a4116b189', 'a695f141ce171c96e5c4a44ea4f9a9a275226933', 'c21f4a64dd4edb697027c468c84a95c5b0993b7c', '28315a3f1b8bb89cabd6635ec4e29cf26cd85095', 'dd4cd2fe8758af07eb5d75069238899ebcf2dc2c', 'd604cff48bd89fa8b2966ad9a258a6ee86c0a61d', '63e3716e476b60cc4386beed82f3733e1e410c93', '62be34a48e670dc8d18a4d5a1d32c1c097fbfebd', '158d993b4d80257e3c57c0fc9a24e460cca3ed7f', '8239855678633aa71c80f11e0f20fabadd6c8070', '24db7338677614689487b14ebc370b4ac75e6670', 'aea33aa3f2354b5794a300c896b34ab7da6e1941', '069334df3e31d0b5b54aed137d915579ede43d7c', 'fa58218fd4dbabd834e61ded932b21fe6f14eb7c', '17e20135b2c68552796e7769dcdf06da78aa82e6', '3edb91116b78a274230f78376dc2d14602bfe416', 'b95a1c1027cecb441b1c92069c6e975f63093254']","[[{'highest_ratio': 0.9064186046511628, 'best_match_position': (29, 106)}], [{'highest_ratio': 0.9064186046511628, 'best_match_position': (28, 105)}], [{'highest_ratio': 0.9064186046511628, 'best_match_position': (29, 106)}], [{'highest_ratio': 0.9064186046511628, 'best_match_position': (28, 105)}], [{'highest_ratio': 0.9064186046511628, 'best_match_position': (28, 105)}], [{'highest_ratio': 0.9064186046511628, 'best_match_position': (28, 105)}], [{'highest_ratio': 0.8343650347026824, 'best_match_position': (24, 101)}], [{'highest_ratio': 0.8343650347026824, 'best_match_position': (24, 101)}], [{'highest_ratio': 0.8343650347026824, 'best_match_position': (24, 101)}], [{'highest_ratio': 0.8343650347026824, 'best_match_position': (24, 101)}], [{'highest_ratio': 0.8343650347026824, 'best_match_position': (24, 101)}], [{'highest_ratio': 0.8343650347026824, 'best_match_position': (24, 101)}], [{'highest_ratio': 0.8343650347026824, 'best_match_position': (24, 101)}], [{'highest_ratio': 0.8343650347026824, 'best_match_position': (24, 101)}], [{'highest_ratio': 0.8343650347026824, 'best_match_position': (24, 101)}], [{'highest_ratio': 0.8343650347026824, 'best_match_position': (24, 101)}], [{'highest_ratio': 0.8343650347026824, 'best_match_position': (24, 101)}]]",2,"[-2, -8]","['bb2063a4628306a065382e40bf52793a4116b189', '63e3716e476b60cc4386beed82f3733e1e410c93']","[[{'highest_ratio': 0.9064186046511628, 'best_match_position': (29, 106)}], [{'highest_ratio': 0.8343650347026824, 'best_match_position': (24, 101)}]]",0,[],[],[],1513,1127,753,51,15,13,18.3,253,0,0,0,0.0,0,0,246,2377,7.0,212,156,4.16,3.06,79,46,34,6,0,1,30.3,20,0,0,0,0.0,8,89,6.4,8,3,1.33,0.5,,,,0,0
41,wake_word,2023-04-20 09:17:45,C,,0,0,0,1,7,C++,119,generated by chatgpt,wake_word\d1495aa2811e7aae771cdff2fc4c63e14fc4a8ab\firmware\wake_word\src\api\token_manager.cpp,,method,,0,"[120,131]",12,,,,,,,4,0,[],[],[],0,[],[],[],0,[],[],[],65866,48452,18931,3572,713,209,13.7,7678,2183,161,29,3.3,0,0,10552,99337,6.8,7111,3874,1.99,1.08,12,9,6,1,0,1,0.0,0,0,0,0,0.0,4,25,9.3,4,2,4.0,2.0,,,,0,0
42,wake_word,2023-04-20 09:17:45,C,,0,0,0,1,7,C++,217,generated by chatgpt,wake_word\d1495aa2811e7aae771cdff2fc4c63e14fc4a8ab\firmware\wake_word\src\api\google_speech_api.cpp,wake_word\bee02824673c1a08d7dcff0c06a9db02176e4266\firmware\wake_word\src\api\google_speech_api.cpp,method,,0,"[218,244]",27,,,,,,,5,4,"[-2, -3, -4, -5]","['bee02824673c1a08d7dcff0c06a9db02176e4266', 'a2515ba23d962b59bc10f07ee8ba7f9e8d84cc7f', '9f0e2e832eae1b41787f28751cc7f173fd5b1580', '15844be422e7edfed2c75b8d98cc6f2fe769e1c4']","[[{'highest_ratio': 0.9750099166997224, 'best_match_position': (236, 262)}], [{'highest_ratio': 0.9750099166997224, 'best_match_position': (238, 264)}], [{'highest_ratio': 0.9750099166997224, 'best_match_position': (246, 272)}], [{'highest_ratio': 0.9750099166997224, 'best_match_position': (253, 279)}]]",1,[-2],['bee02824673c1a08d7dcff0c06a9db02176e4266'],"[[{'highest_ratio': 0.9750099166997224, 'best_match_position': (236, 262)}]]",0,[],[],[],65866,48452,18931,3572,713,209,13.7,7678,2183,161,29,3.3,0,0,10552,99337,6.8,7111,3874,1.99,1.08,28,20,0,0,0,1,31.0,9,0,0,0,0.0,21,5,0.8,0,0,0.0,0.0,,,,0,0
43,NG_2024_Pashchenko_Danil_Qt_C-,2024-02-02 22:55:13,CMake,,0,0,0,1,11,C++,106,generated by chatgpt,NG_2024_Pashchenko_Danil_Qt_C-\cc25c216cb2b1834608e1925a8fd5445fa0dc282\Lection 2 Task 5\Lection_2_Task_5\main.cpp,,method,,0,"[108,120]",13,,,,,,,1,0,[],[],[],0,[],[],[],0,[],[],[],3008,386,267,27,1,11,33.0,190,0,0,0,0.0,0,0,48,615,5.3,83,76,3.07,2.81,14,12,12,1,0,1,0.0,0,0,0,0,0.0,4,29,8.1,5,4,5.0,4.0,,,,0,0
45,sanntid,2023-10-09 07:16:49,C++,4,0,0,0,1,274,C++,11,generated by chatgpt,sanntid\0b1e5d83dad6d0f44e5f881d8e3c2b35de1a2863\main.cpp,,method,,33,"[12,14]",3,,,,,,,9,0,[],[],[],0,[],[],[],0,[],[],[],3104,660,313,34,10,12,54.9,804,0,0,0,0.0,0,0,268,1929,9.7,86,87,2.53,2.56,4,3,1,1,0,1,25.0,1,0,0,0,0.0,3,17,18.9,1,0,1.0,0.0,,,,0,0
47,wake_word,2023-04-20 09:17:45,C,,0,0,0,1,7,C++,7,generated by chatgpt,wake_word\d1495aa2811e7aae771cdff2fc4c63e14fc4a8ab\firmware\wake_word\src\utils\base64.cpp,wake_word\15844be422e7edfed2c75b8d98cc6f2fe769e1c4\firmware\wake_word\src\utils\base64.cpp,file,,0,"[1,41]",41,,,,,,,2,1,[-2],['15844be422e7edfed2c75b8d98cc6f2fe769e1c4'],"[[{'highest_ratio': 0.995846313603323, 'best_match_position': (1, 41)}]]",1,[-2],['15844be422e7edfed2c75b8d98cc6f2fe769e1c4'],"[[{'highest_ratio': 0.995846313603323, 'best_match_position': (1, 41)}]]",0,[],[],[],65866,48452,18931,3572,713,209,13.7,7678,2183,161,29,3.3,0,0,10552,99337,6.8,7111,3874,1.99,1.08,41,31,26,1,0,1,3.1,1,0,0,0,0.0,3,43,4.6,6,11,6.0,11.0,,,,0,0
49,SchedulingApp,2023-08-11 00:06:03,C++,,0,0,0,1,37,C++,11,generated by chatgpt,SchedulingApp\7f9d94ec8f967f0ff876ea589be8e63abc378212\model\src\Project.cpp,,statement,,4,"[13,17]",5,,,,,,,3,0,[],[],[],0,[],[],[],0,[],[],[],43637,18744,11930,1307,83,80,28.3,7383,366,16,4,0.8,0,0,3217,31575,5.6,4577,3645,3.5,2.79,6,5,0,0,0,1,0.0,0,0,0,0,0.0,4,9,6.0,2,0,2.0,0.0,,,,0,0
50,cse_491_fall_2023,2023-09-07 20:56:23,C++,35,6,11,7,2,1739,C++,32,generated by chatgpt,cse_491_fall_2023\4f81dd9cde0af339f8ba2f7918d7bf9b02ed606c\source\DataCollection\GameData.hpp,cse_491_fall_2023\8730ba2fd0cb800dac1abd59ee611a86f3956e1d\source\DataCollection\GameData.hpp,file,,226,"[1,92]",92,,,,,,,2,1,[-2],['8730ba2fd0cb800dac1abd59ee611a86f3956e1d'],"[[{'highest_ratio': 0.978441127694859, 'best_match_position': (1, 92)}]]",1,[-2],['8730ba2fd0cb800dac1abd59ee611a86f3956e1d'],"[[{'highest_ratio': 0.978441127694859, 'best_match_position': (1, 92)}]]",1,[-2],['8730ba2fd0cb800dac1abd59ee611a86f3956e1d'],"[[{'highest_ratio': 0.978441127694859, 'best_match_position': (1, 92)}]]",1740,858,409,158,18,24,31.4,392,0,0,0,0.0,0,0,193,1158,4.5,265,80,1.68,0.51,92,36,8,10,1,1,39.0,23,0,0,0,0.0,5,42,3.9,12,0,1.2,0.0,,,,0,0
55,RCMS,2023-12-07 14:52:14,C++,3,0,0,0,1,158,C++,9,generated by chatgpt,RCMS\334326745eb8419775c4a37cd6094e022768c703\appendices\sales and costs and ratings  generation\generateSalesCosts.h,,statement,,0,"[11,11]",1,,,,,,,2,0,[],[],[],0,[],[],[],0,[],[],[],3766,2953,1873,151,16,22,5.3,166,830,33,7,22.0,0,0,393,5727,6.5,511,596,3.38,3.95,2,1,0,0,0,1,0.0,0,0,0,0,0.0,3,12,40.0,0,0,0.0,0.0,,,,0,0
56,SRO-RTDP,2023-10-16 15:11:34,Java,5,1,0,12,9,143,C++,31,generated by chatgpt,SRO-RTDP\f21895bd3038c2115635b4b41386af6223c8ceed\src\utilities\cpp\podio2tcp\podio2tcp.cc,,class,,22,"[32,95]",64,,,,,,,3,0,[],[],[],0,[],[],[],0,[],[],[],1301,724,609,26,7,7,24.1,230,34,2,1,2.6,0,0,74,907,4.2,140,183,5.38,7.04,65,60,40,2,1,1,3.2,2,0,0,0,0.0,5,78,4.3,20,28,10.0,14.0,,,,0,0
57,CS_1181_cpp,2023-08-29 20:08:50,C++,,0,0,0,1,144,C++,1,generated by chatgpt,CS_1181_cpp\ef26e72995ef52a048e8a4d0f26e7354417aafae\f23\ch13\mergeSort.cpp,,file,,1,"[1,86]",86,,,,,,,1,0,[],[],[],0,[],[],[],0,[],[],[],3927,2421,1693,218,25,82,11.9,327,72,2,2,1.8,0,0,466,4881,6.7,508,347,2.33,1.59,86,67,49,4,0,1,1.5,1,0,0,0,0.0,5,113,5.6,13,11,3.25,2.75,,,,0,0
62,Windmill,2023-09-07 22:21:57,C++,3,0,0,0,1,29,C++,116,generated by chatgpt,Windmill\ee04e9cb362d18a2c834a017b33f7d4008c13e2f\turbine_control\orientation_stepper.cpp,,statement,,11,"[116,122]",7,,,,,,,12,0,[],[],[],0,[],[],[],0,[],[],[],628,469,354,22,2,4,14.9,82,0,0,0,0.0,0,0,69,855,6.1,82,95,3.73,4.32,8,7,0,0,0,1,12.5,1,0,0,0,0.0,5,9,4.3,2,0,2.0,0.0,,,,0,0
63,posgi,2023-05-02 07:12:48,C++,,1,0,0,1,64,C++,41,generated by chatgpt,posgi\977def90972f2144c200ed8576232ea37dfa0d39\framework\include\org\posgi\framework\impl\utils\PosgiTxtFormatter.h,posgi\ca2bf91cceaa50214c9028b4728b5a3039c70bcb\framework\include\org\posgi\framework\impl\utils\PosgiTxtFormatter.h,file,,9,"[1,147]",147,,,,,,,4,3,"[-2, -3, -4]","['cbb1449878561ce7751e23cae6ef235578cf3719', '558f1f247c538faab3a70a0712f67b37834b860d', 'ca2bf91cceaa50214c9028b4728b5a3039c70bcb']","[[{'highest_ratio': 0.9988672833679442, 'best_match_position': (1, 147)}], [{'highest_ratio': 0.8974544141541795, 'best_match_position': (1, 159)}], [{'highest_ratio': 0.8891286754788238, 'best_match_position': (1, 159)}]]",3,"[-2, -3, -4]","['cbb1449878561ce7751e23cae6ef235578cf3719', '558f1f247c538faab3a70a0712f67b37834b860d', 'ca2bf91cceaa50214c9028b4728b5a3039c70bcb']","[[{'highest_ratio': 0.9988672833679442, 'best_match_position': (1, 147)}], [{'highest_ratio': 0.8974544141541795, 'best_match_position': (1, 159)}], [{'highest_ratio': 0.8891286754788238, 'best_match_position': (1, 159)}]]",0,[],[],[],2532,1597,868,126,35,41,13.0,239,52,2,2,2.1,0,0,281,3060,6.4,226,139,1.79,1.1,147,82,49,3,3,1,29.3,34,0,0,0,0.0,12,98,4.0,13,16,4.33,5.33,,,,0,0
64,SX1276_Receive_LBJ,2023-09-09 07:04:47,C++,2,7,3,0,1,64,C++,78,generated by chatgpt,SX1276_Receive_LBJ\3216dcc4ed4e71a5cad9166a95011d9a49a9bbc2\src\main.cpp,SX1276_Receive_LBJ\2b9c80b28cb93aa44bee777deebf7d89fed4b8ec\src\main.cpp,method,,13,"[78,104]",27,,,,,,,46,44,"[-3, -4, -5, -6, -7, -8, -9, -10, -11, -12, -13, -14, -15, -16, -17, -18, -19, -20, -21, -22, -23, -24, -25, -26, -27, -28, -29, -30, -31, -32, -33, -34, -35, -36, -37, -38, -39, -40, -41, -42, -43, -44, -45, -46]","['81797b376bd56cc98285b9e9eb8d6afca2c51f54', '55970be1487ca397747733feb9e6c667b1ab45eb', 'b4d70bbe300b7bae5708a377f9ac36feee23f1ce', '8b1d7f94f5956858b6b8aee1e46b631c13b449d1', 'c38475a6866d903198c794c59dff3cbf3266a452', '0e4d5e2b382382c6310938d0da0b1a90a9681c1d', 'cd0193e6e50642cd1e3ce9e644a210d585b6f415', 'd651e9d4de14066290f0b711185d4e83d232feed', 'c1b136d9480017a3877ba7ad727a24096565d155', '5203c54a03415e5b002ffa8a8dccd24fdc5ad312', 'a89dde0d981764eb9fba73fded69bb46e1a8479f', 'b29d3313684f4408b6b2eb2878e1ec786d414126', 'f423ee3bb920b105444873bdb11ea06c38c8e380', '078cfddca7f766d0eee25de95a1fad31c2f4a58d', '44ab7248a16dec2e5852325b173e3553a02b94e3', '92219121faba85c64ad93ddeacc10307c48a3498', '6ab0a43ebed35ccd9c3af1b30129ee7c95c670f6', '4b7d9ba7e6c064893dda8ca1a700d7d5fbbda99e', 'a37d01f5385f0bfa1c58ac491fdfe8618d0b0f6e', 'b54358a863f171e67a2a3d940707160f7cab8562', 'ce5e90d21a80496d4d4b44ec6ec7e4ae828584a5', '47c7866a72386524fd3cdddbc88d683a7d51ec1d', 'd5de27cca6abdd11a61ee547840b437efa372b37', '466950357d98a2a554bb7fb890f7149fa0092c00', '3c07ae1de5a999e78a4e3c4b2771a8fb15afc76a', 'ae607869d430d8c634feabf0c5bbf3dddc42f2f6', '134d7fc26b86d1707e99512ff02ec8fd98fee8d6', '166a8e34a1f4138280f9c76c3f1432e973a9c4b6', '4e2e6b8c1e9807d02a219fd0db42d2395ca28b84', '59a951ddb538289d83c7304264175b8233d135a3', '701675fb9c691b8c0f0ffb11c46330e7c3478abf', '91c92ddf908c2a0a9ab7c1ad281bffdf5157521f', '1c5c323f55d0e5851c2bc2d98f1b10149df4690f', '52012dece320d8913fd0a652f204164c6e0cb23b', '9c8e10d65cdb458da70f1ca402e7e2e0d3fd3380', '7ecbd6aa54d948c045539c413f1a925bb6faec64', '0ce3d016f1aa5392a70285fb29b249d8413e1a4a', '6cf94e8af6475d143f7917eac463602d51b3fffd', '2b9c80b28cb93aa44bee777deebf7d89fed4b8ec', '5b3cf99a8083148bf7c16c21a6d7cbbd976af618', '52a5c7c7b477418a1a72f4c74ce27833e0a9af76', 'fd74cbe1d729652750b4dd820bb6e3c0a15574c2', '6f6a6eb4c3baf8019ddd25807655c8794dc17497', '3be18554992b05ceac619af3aff461ae882473fc']","[[{'highest_ratio': 0.9989711934156379, 'best_match_position': (81, 107)}], [{'highest_ratio': 0.9989711934156379, 'best_match_position': (80, 106)}], [{'highest_ratio': 0.9989711934156379, 'best_match_position': (216, 242)}], [{'highest_ratio': 0.9989711934156379, 'best_match_position': (248, 274)}], [{'highest_ratio': 0.9989711934156379, 'best_match_position': (249, 275)}], [{'highest_ratio': 0.9989711934156379, 'best_match_position': (262, 288)}], [{'highest_ratio': 0.9989711934156379, 'best_match_position': (248, 274)}], [{'highest_ratio': 0.9989711934156379, 'best_match_position': (262, 288)}], [{'highest_ratio': 0.9989711934156379, 'best_match_position': (249, 275)}], [{'highest_ratio': 0.9989711934156379, 'best_match_position': (263, 289)}], [{'highest_ratio': 0.9989711934156379, 'best_match_position': (263, 289)}], [{'highest_ratio': 0.9989711934156379, 'best_match_position': (263, 289)}], [{'highest_ratio': 0.9989711934156379, 'best_match_position': (263, 289)}], [{'highest_ratio': 0.9989711934156379, 'best_match_position': (266, 292)}], [{'highest_ratio': 0.9876288659793815, 'best_match_position': (267, 293)}], [{'highest_ratio': 0.9876288659793815, 'best_match_position': (267, 293)}], [{'highest_ratio': 0.9845360824742269, 'best_match_position': (267, 293)}], [{'highest_ratio': 0.9845360824742269, 'best_match_position': (267, 293)}], [{'highest_ratio': 0.9845360824742269, 'best_match_position': (267, 293)}], [{'highest_ratio': 0.9845360824742269, 'best_match_position': (267, 293)}], [{'highest_ratio': 0.9804123711340206, 'best_match_position': (287, 313)}], [{'highest_ratio': 0.9804123711340206, 'best_match_position': (290, 316)}], [{'highest_ratio': 0.9804123711340206, 'best_match_position': (290, 316)}], [{'highest_ratio': 0.9804123711340206, 'best_match_position': (292, 318)}], [{'highest_ratio': 0.9804123711340206, 'best_match_position': (304, 330)}], [{'highest_ratio': 0.9804123711340206, 'best_match_position': (305, 331)}], [{'highest_ratio': 0.9804123711340206, 'best_match_position': (308, 334)}], [{'highest_ratio': 0.9804123711340206, 'best_match_position': (309, 335)}], [{'highest_ratio': 0.9804123711340206, 'best_match_position': (307, 333)}], [{'highest_ratio': 0.9804123711340206, 'best_match_position': (307, 333)}], [{'highest_ratio': 0.9804123711340206, 'best_match_position': (307, 333)}], [{'highest_ratio': 0.9804123711340206, 'best_match_position': (307, 333)}], [{'highest_ratio': 0.9804123711340206, 'best_match_position': (311, 337)}], [{'highest_ratio': 0.9804123711340206, 'best_match_position': (331, 357)}], [{'highest_ratio': 0.9804123711340206, 'best_match_position': (332, 358)}], [{'highest_ratio': 0.9804123711340206, 'best_match_position': (331, 357)}], [{'highest_ratio': 0.9804123711340206, 'best_match_position': (336, 362)}], [{'highest_ratio': 0.9804123711340206, 'best_match_position': (343, 369)}], [{'highest_ratio': 0.979381443298969, 'best_match_position': (344, 370)}], [{'highest_ratio': 0.979381443298969, 'best_match_position': (344, 370)}], [{'highest_ratio': 0.979381443298969, 'best_match_position': (344, 370)}], [{'highest_ratio': 0.979381443298969, 'best_match_position': (345, 371)}], [{'highest_ratio': 0.979381443298969, 'best_match_position': (345, 371)}], [{'highest_ratio': 0.979381443298969, 'best_match_position': (345, 371)}]]",5,"[-3, -17, -19, -23, -41]","['81797b376bd56cc98285b9e9eb8d6afca2c51f54', '44ab7248a16dec2e5852325b173e3553a02b94e3', '6ab0a43ebed35ccd9c3af1b30129ee7c95c670f6', 'ce5e90d21a80496d4d4b44ec6ec7e4ae828584a5', '2b9c80b28cb93aa44bee777deebf7d89fed4b8ec']","[[{'highest_ratio': 0.9989711934156379, 'best_match_position': (81, 107)}], [{'highest_ratio': 0.9876288659793815, 'best_match_position': (267, 293)}], [{'highest_ratio': 0.9845360824742269, 'best_match_position': (267, 293)}], [{'highest_ratio': 0.9804123711340206, 'best_match_position': (287, 313)}], [{'highest_ratio': 0.979381443298969, 'best_match_position': (344, 370)}]]",1,[-41],['2b9c80b28cb93aa44bee777deebf7d89fed4b8ec'],"[[{'highest_ratio': 0.979381443298969, 'best_match_position': (344, 370)}]]",36034,16690,12451,966,59,126,27.6,6365,785,28,9,2.2,0,0,1798,26391,5.3,2747,2511,2.84,2.6,28,22,19,1,0,1,21.4,6,0,0,0,0.0,5,33,5.0,6,9,6.0,9.0,,,,0,0
66,Quintin-OpenGL-Project,2024-02-02 00:31:34,C++,,1,0,0,1,117,C++,3,generated by chatgpt,Quintin-OpenGL-Project\1522c494b3a863cdb24c5f3f2f0b50af8259730d\source\game\sound.cpp,,file,,27,"[1,87]",87,,,,,,,1,0,[],[],[],0,[],[],[],0,[],[],[],109429,35005,14822,1754,229,622,43.5,26945,2686,147,38,2.5,0,0,7312,61614,5.9,4652,4080,2.65,2.33,87,64,46,5,0,1,16.9,13,0,0,0,0.0,8,113,5.9,15,18,3.0,3.6,,,,0,0
70,cse_491_fall_2023,2023-09-07 20:56:23,C++,35,6,11,7,2,1739,C++,40,generated by chatgpt,cse_491_fall_2023\044b496fc250eec29b63ef72a0eb9942a0127bf0\tests\unit\Agents\RandomAgent.cpp,cse_491_fall_2023\25384f81f45819789b9c435b4f5793c7dca38607\tests\unit\Agents\RandomAgent.cpp,method,,226,"[44,90]",47,,,,,test_code,,2,1,[-2],['25384f81f45819789b9c435b4f5793c7dca38607'],"[[{'highest_ratio': 0.9995423340961098, 'best_match_position': (44, 90)}]]",1,[-2],['25384f81f45819789b9c435b4f5793c7dca38607'],"[[{'highest_ratio': 0.9995423340961098, 'best_match_position': (44, 90)}]]",0,[],[],[],8284,4366,2305,455,45,78,26.6,1586,91,6,6,1.1,0,0,850,5870,4.5,978,579,2.15,1.27,47,30,0,0,0,1,14.3,5,0,0,0,0.0,19,16,1.8,0,0,0.0,0.0,,,,0,0
71,gym,2023-12-19 01:59:24,C++,,0,0,0,1,69,C++,12,generated by chatgpt,gym\ef52c7a418ed088a72dc4ec5d50cddf7a24a8a23\env\leet_env\cpp\Solution.hpp,,file,,0,"[1,80]",80,,,,,,,1,0,[],[],[],0,[],[],[],0,[],[],[],776,449,340,23,20,21,16.2,87,0,0,0,0.0,0,0,86,830,6.2,104,137,4.52,5.96,80,1,0,0,0,1,75.0,3,0,0,0,0.0,2,6,20.0,0,0,0.0,0.0,,,,0,0
72,rac3-gym,2023-12-16 19:09:04,C,,0,0,0,1,13,C++,10,generated by chatgpt,rac3-gym\6407e3b3d4607a84b0cd7c92200f46c41e2e23f9\prx\lib\logger.h,,file,,0,"[1,97]",97,,,,,,,1,0,[],[],[],0,[],[],[],0,[],[],[],5345,902,421,93,17,31,75.0,2710,0,0,0,0.0,0,0,432,2942,10.9,159,68,1.71,0.73,97,67,55,9,1,1,5.6,4,0,0,0,0.0,37,300,14.9,17,2,1.89,0.22,,,,0,0
73,Helga,2023-12-05 12:30:58,C,,1,1,0,1,52,C++,10,generated by chatgpt,Helga\c57b5f6c399e7817c0d71bb7610a1e170444c940\games\rc1\prx\lib\logger.h,,file,,0,"[1,97]",97,,,,,,,1,0,[],[],[],0,[],[],[],0,[],[],[],12186,2527,1082,215,47,71,69.2,5685,1409,22,20,11.6,0,0,1316,8532,11.3,398,209,1.85,0.97,97,67,55,9,1,1,5.6,4,0,0,0,0.0,37,300,14.9,17,2,1.89,0.22,,,,0,0
74,Helga,2023-12-05 12:30:58,C,,1,1,0,1,52,C++,10,generated by chatgpt,Helga\c57b5f6c399e7817c0d71bb7610a1e170444c940\games\rc3\prx\lib\logger.h,,file,,0,"[1,97]",97,,,,,,,1,0,[],[],[],0,[],[],[],0,[],[],[],12186,2527,1082,215,47,71,69.2,5685,1409,22,20,11.6,0,0,1316,8532,11.3,398,209,1.85,0.97,97,67,55,9,1,1,5.6,4,0,0,0,0.0,37,300,14.9,17,2,1.89,0.22,,,,0,0
75,Quintin-Wolf-And-Sheep-AI,2024-04-16 20:07:10,C++,,0,0,0,1,13,C++,345,generated by chatgpt,Quintin-Wolf-And-Sheep-AI\f42b1870e357252d75271c6ea9ddf226d1e3cf64\source\shapes\shapes.cpp,,method,,1,"[345,763]",419,,,,,,,1,0,[],[],[],0,[],[],[],0,[],[],[],110290,35703,15354,1760,231,622,43.0,26968,2706,149,39,2.5,0,0,7390,62811,5.9,4860,4447,2.76,2.53,420,308,286,6,0,1,13.0,46,70,4,1,16.7,9,389,4.2,25,38,4.17,6.33,,,,0,0
77,Quintin-Wolf-And-Sheep-AI,2024-04-16 20:07:10,C++,,0,0,0,1,13,C++,3,generated by chatgpt,Quintin-Wolf-And-Sheep-AI\f42b1870e357252d75271c6ea9ddf226d1e3cf64\source\game\sound.cpp,,file,,1,"[1,87]",87,,,,,,,1,0,[],[],[],0,[],[],[],0,[],[],[],110290,35703,15354,1760,231,622,43.0,26968,2706,149,39,2.5,0,0,7390,62811,5.9,4860,4447,2.76,2.53,87,64,46,5,0,1,16.9,13,0,0,0,0.0,8,113,5.9,15,18,3.0,3.6,,,,0,0
80,cp-data-algo,2023-08-16 03:02:23,C++,,2,0,0,1,57,C++,9,generated by copilot,cp-data-algo\4806008571d7248f876e185b6973e0f938bd899f\ds\ds00_reverse.cpp,,statement,,7,"[8,12]",5,,,,,,,1,0,[],[],[],0,[],[],[],0,[],[],[],4197,2463,1733,262,18,52,7.8,207,835,21,7,19.9,0,0,341,4638,6.3,587,455,2.24,1.74,6,4,0,0,0,1,20.0,1,0,0,0,0.0,5,7,5.8,1,0,1.0,0.0,,,,0,0
