path_of_first_file_commit,keyword_index,matched_keyword,code_granularity,start_end_line,test_code,regular_expression
eslint-config\2c4796982ba87cdc84547de2eadcc26db26a9f32\fixtures\output\ts-override\javascript.js,1,generated by chatgpt,file,"[1,62]",,
eslint-config\30c870d05f57d05d0fa0ebf9a4f3ed5412a8b5e1\fixtures\output\no-style\javascript.js,1,generated by chatgpt,file,"[1,62]",,
cheatGPT\7dac639beafc38bdb7beb841ddc030c47b4bbe8a\src\pages\Home\Result\result.js,13,generated by chatgpt,no code,,,
dezign-brief\f4fa1bcf153419ba4e24ddc6d46c890a84b19cb0\components\Hero.jsx,8,generated by chatgpt,no code,,,
exoreray.github.io\57c63564ca90f79e089600239795d14ebfba466e\src\components\About.js,9,generated by chatgpt,no code,,,
MNIST-WEB-APPLICATION\c8c9cfaf92dc6c8a103c455136b10acfafc3cc09\server\script.js,51,generated by chatgpt,file,"[1,51]",,
codewars\ac8aafb9dcbd50d5eeff7b2dacb89540d929afbe\caesar-cipher.js,1,generated by chatgpt,file,"[1,34]",,
scottdantuono\5bf7ad728394b7fdc8e0f59550c19f8af527c6b3\src\components\Projects.js,28,generated by chatgpt,no code,,,
ruffle\6a94ec42bd9ad89ab68e1e57b94e8e3b125a81a4\js\switch.js,7,generated by chatgpt,file,"[1,78]",,
avoid-the-asteroids-game\64023fff9c38443920ccef4ca8147482177a8b61\index.js,164,generated by chatgpt,no code,,,
atlasaiteam\f5a6769a0f57831b4e33a0d8a649c9a7c54002f2\spotlight-web-app\src\server\main.js,580,generated by chatgpt,no code,,,
sapro-cdam-capstone\921b9979ed229a5b56f6ee4d233fd64b656e1430\sapro-cdam\src\pages\About.jsx,32,generated by chatgpt,file,"[1,35]",,
code-red\1708c550a3ae26f4c42d9fd09446c8e9d7d65de4\app.js,82,generated by chatgpt,no code,,,
PDM1-example-code\a4ada76b6cff074618ff8ec6db5eaea8b76412e3\Lectures\W9L2 examples\spaghettiCode\sketch.js,1,generated by chatgpt,file,"[1,48]",,
ffmpeg-hevc-wasm\6ca94aa584e57eea0a58ecd6bdef354f942680d0\yuv420p-renderer.js,1,generated by chatgpt,file,"[1,150]",,
GoogleSnakeChess\6c3e8675707cbad410944fa376b7454baaf7dff0\ChessMod.js,2923,generated by chatgpt,no code,,,
calculator-app\2adfd752b5e1c4154b5de63df6e6bfe94bd2ad88\screens\CalculatorScreen.js,77,generated by chatgpt,no code,,,
eslint-config\3b74ad2a660340fff6117654c72acb1dfebc034f\fixtures\output\no-style\javascript.js,1,generated by chatgpt,file,"[1,72]",,
little_lemon\cab7ce5c1234b44a3faab808485da88a01cd5911\src\components\Home\About.js,7,generated by chatgpt,no code,,,
GoogleSnakePudding\95d53b7a49998d07b3fc715c7a9cb59f938e7002\Libraries\SpeedInfo.js,391,generated by chatgpt,method,"[392,420]",,
Comp-4537-ISA-lab0\9e8eb1234cdb2b4094d5ede6d4af235adbb00091\js\script.js,70,generated by chatgpt,statement,"[71,83]",,input
eslint-config\b4d4cdc6d0a460717658c5f9df258cccfeb6fbaf\fixtures\output\all\javascript.js,1,generated by chatgpt,file,"[1,62]",,
eslint-config\e4a4ed92ef81a9d004700f477f73b1c55e9565f0\fixtures\input\javascript.js,1,generated by chatgpt,file,"[1,62]",,
fmt\0a18a45f68476dbcd14c8daf0cd85af859e86c01\packages\eslint-config\fixtures\output\js\javascript.js,1,generated by chatgpt,file,"[1,71]",,
carbdown.github.io\cdc0cac24dc2ee633f5af2d98dbf2fe836153d76\src\pages\blogs\TwinBlog.jsx,29,generated by chatgpt,no code,,,
eslint-config\94d88b65e90b4dbe2650597780d57ae20dd5201d\fixtures\output\tab-double-quotes\javascript.js,1,generated by chatgpt,file,"[1,63]",,
On-this-day-in-history\f8ccff7c4d83c9e405f35c8c4f6dfd26da8ac94c\client\src\pages\otdPage.jsx,53,generated by chatgpt,no code,,,
CPEN321_Pixel_Pioneer\7628666f83a9f7e5b7586b6b2f22c2102611b553\backend\routes\apimanager.js,34,generated by chatgpt,method,"[35,61]",,
dezign-brief\70b721492967ca3527483e5b17b2a7492dc11ad6\app\brief\page.jsx,28,generated by chatgpt,no code,,,
fake-store\f4ca5ca0479cc43f321927d664d1d5fa5cbe082f\src\pages\NotFound.jsx,3,generated by chatgpt,file,"[1,15]",,
DontDrownJS\aca65693781a604be7035d8e654722f6a5dae1da\dont-drown-app\src\utils\functions.js,8,generated by chatgpt,method,"[7,27]",,
Using-Konduktiva-With-MIDI\dbb39f39670ffae329b1cce77ed641f9ef758710\chords.js,269,generated by chatgpt,method,"[270,283]",,
computational-art-spring2024\d21bd7bd0723086f5f2a4dfa7b359462fd8f82e3\assignments\final\FaceMapState.js,105,generated by chatgpt,method,"[106,113]",,
EXU-Scrape\31437e31a407323caaed58054c24eb0deba99156\graphics\pie.js,131,generated by chatgpt,method,"[135,157]",,
Kyles-Game\8db6ce4272fc276886a4c27a0d52f088c7fddf0f\js\script.js,790,generated by chatgpt,method,"[791,804]",,
ExpensesTracker\bb4857cd9246d060ca57e8eec3d0ab797b72b8b8\contexts\TestData.jsx,3,generated by chatgpt,statement,"[1,165]",,input
ruffle\6a94ec42bd9ad89ab68e1e57b94e8e3b125a81a4\js\tab.js,8,generated by chatgpt,file,"[1,76]",,
code\ed49a9b0e27df41d486dacc6eac4225e9bf6fc68\languages\react\chatgpt\src\App.jsx,95,generated by chatgpt,no code,,,
GoogleSnakeDeleteStuffMod\4e25124c60e49badee25ac2b2801740970c1e797\VisibilityMod.js,2809,generated by chatgpt,no code,,,
eslint-config\bc6d930c350dd9a0c8558d163f6ab02eb4d7685d\fixtures\output\js\javascript.js,1,generated by chatgpt,file,"[1,71]",,
eslint-config\94d88b65e90b4dbe2650597780d57ae20dd5201d\fixtures\output\no-style\javascript.js,1,generated by chatgpt,file,"[1,62]",,
eslint-config\5b197e8df4e1f3064f622884fe44667e1ce1eba7\fixtures\input\javascript.js,1,generated by chatgpt,file,"[1,72]",,
Codeworks-Assignment\1c8dfa0ca156f7a321fe29cbf298261154c6ae36\script.js,5,generated by chatgpt,statement,"[[6,9],[12,25]]",,input
COMP-4537-Lab-4-API\1a69059b2f8940db64a1c1841e20d1020c2aa42d\modules\utils.js,10,generated by chatgpt,,,,
eslint-config\bc6d930c350dd9a0c8558d163f6ab02eb4d7685d\fixtures\output\tab-single-quotes-no-semi\javascript.js,1,generated by chatgpt,file,"[1,71]",,
eslint-config\3b74ad2a660340fff6117654c72acb1dfebc034f\fixtures\output\tab-double-quotes\javascript.js,1,generated by chatgpt,file,"[1,72]",,
ruffle\6a94ec42bd9ad89ab68e1e57b94e8e3b125a81a4\js\updateCheck.js,5,generated by chatgpt,file,"[1,42]",,
kurssiesitieto-ohtuprojekti\842746d7c62a8b404ad3874be5f3f372872b081b\backend\db\index.test.js,107,generated by chatgpt,file,"[1,105]",,
seattlecontratunes\b370e3192aeab7972e85821490627714c8323aaa\seattlecontratunes\song_directory\static\song_directory\tune_manipulation\changedClef.js,1,generated by chatgpt,file,"[1,22]",,
public-files\7df0f182d2491aaa7d12a2dadd19e6fa574a38d2\rainbow6\new_method.js,1,generated by chatgpt,file,"[1,101]",,
eslint-config\6c1e597bbd26234c1a62778c0e82f8ac9a77eaa4\fixtures\output\no-style\javascript.js,1,generated by chatgpt,file,"[1,62]",,
eslint-config\bc6d930c350dd9a0c8558d163f6ab02eb4d7685d\fixtures\output\no-style\javascript.js,1,generated by chatgpt,file,"[1,72]",,
eslint-config\30c870d05f57d05d0fa0ebf9a4f3ed5412a8b5e1\fixtures\output\no-style\javascript.js,1,generated by chatgpt,file,"[1,62]",,
eslint-config\422c8cc495e0c6b03455f02731f6bbcb22b110b9\fixtures\output\no-style\javascript.js,1,generated by chatgpt,file,"[1,72]",,
oldsite\ae0a9d56d4c664a921eb47eca9f7e6a5a6e5845c\3kh0\js\switch.js,7,generated by chatgpt,file,"[1,78]",,
fmt\0a18a45f68476dbcd14c8daf0cd85af859e86c01\packages\eslint-config\fixtures\output\all\javascript.js,1,generated by chatgpt,file,"[1,71]",,
fmt\0a18a45f68476dbcd14c8daf0cd85af859e86c01\packages\eslint-config\fixtures\output\ts-override\javascript.js,1,generated by chatgpt,file,"[1,71]",,
fmt\0a18a45f68476dbcd14c8daf0cd85af859e86c01\packages\eslint-config\fixtures\output\with-formatters\javascript.js,1,generated by chatgpt,file,"[1,71]",,
fmt\0a18a45f68476dbcd14c8daf0cd85af859e86c01\packages\eslint-config\fixtures\output\no-markdown-with-formatters\javascript.js,1,generated by chatgpt,file,"[1,71]",,
oldsite\ae0a9d56d4c664a921eb47eca9f7e6a5a6e5845c\3kh0\js\tab.js,8,generated by chatgpt,file,"[1,76]",,
eslint-config\bc6d930c350dd9a0c8558d163f6ab02eb4d7685d\fixtures\output\all\javascript.js,1,generated by chatgpt,file,"[1,71]",,
eslint-config\bc6d930c350dd9a0c8558d163f6ab02eb4d7685d\fixtures\output\ts-override\javascript.js,1,generated by chatgpt,file,"[1,71]",,
eslint-config\5b197e8df4e1f3064f622884fe44667e1ce1eba7\fixtures\output\all\javascript.js,1,generated by chatgpt,file,"[1,71]",,
eslint-config\5b197e8df4e1f3064f622884fe44667e1ce1eba7\fixtures\output\ts-override\javascript.js,1,generated by chatgpt,file,"[1,71]",,
eslint-config\c08e238d9d01b8b14c51a8de87d53e5f29807738\fixtures\output\no-style\javascript.js,1,generated by chatgpt,file,"[1,62]",,
oldsite\ae0a9d56d4c664a921eb47eca9f7e6a5a6e5845c\3kh0\js\updateCheck.js,5,generated by chatgpt,file,"[1,42]",,
eslint-config\bbac13209e21be4bf979427625ad559dbd4df8a1\fixtures\output\tab-double-quotes\javascript.js,1,generated by chatgpt,file,"[1,63]",,
GoogleSnakeMouseMode\b0d5a893c612b95c589f5520a32c671ecd520784\MouseMod.js,2827,generated by chatgpt,no code,,,
showcases\2ccffd9b90f4fe15ff627c14f48d12ebb2fbc3c8\REST\server-app\server.js,1,generated by chatgpt,file,"[1,220]",,
chatGPT-save-history\72c10441205b5697b5422799b23325abc80654c9\src\pages\Content\FabComp.jsx,107,generated by chatgpt,method,"[107,150]",,
cryptogramm_fnl_prj\e5614f1b3c18ed0fc0cb390ff9aca8dd695bb998\src\components\modal-contents\Help.jsx,7,generated by chatgpt,no code,,,
Portfolio\215b338b4e9ebab7609dfe517652d8bff97f6b3d\src\components\CareerTimeline.js,92,generated by chatgpt,no code,,,
terminal-landing\18bf1c638534e8ce4156b41df7c51bcdd6ff8e7f\src\routes\About\About.js,90,generated by chatgpt,no code,,,
tomothy17.github.io\23558778934743bc8b6ddfa245273140407069b5\tictactoe\script.js,33,generated by chatgpt,method,"[34,41]",,
portfolio\ce7d0dae162d79da05d5fbe6633c4397e2d308f4\pages\index.jsx,212,generated by chatgpt,no code,,,
eslint-config\94d88b65e90b4dbe2650597780d57ae20dd5201d\fixtures\input\javascript.js,1,generated by chatgpt,file,"[1,62]",,
eslint-config\fe8372596da63e43b1db021d2e4d1634c5622d4f\eslint\fixtures\output\js\javascript.js,1,generated by chatgpt,file,"[1,62]",,
jimmcnulty41.github.io\b1174266df9efe7aea909abb362ea176db6bdd5e\sims\build\utils.js,112,generated by chatgpt,method,"[114,133]",,
raejohnsen.github.io\30d7b49ecddc17bbe8abac7c24f82eb30bd32c70\exercise6\main.js,1,generated by chatgpt,file,"[1,36]",,
Using-Konduktiva-With-MIDI\0d700f2e43578830d83343747fc4cf0787d3cde6\generate-melody.js,63,generated by chatgpt,method,"[65,81]",,
evolux.util\5f25fed5f6bd735a0301c13c9ade9f9dc16f2f23\lib\serialize.mjs,73,generated by chatgpt,no code,,,
node-react-cookbook\0e65610e4344eb832699a56f7fbab045b0833e8f\express-session-authentication\index.js,2,generated by chatgpt,file,"[1,114]",,
kanban\1c4e567f7bc11e5b4d8be8d6091f8c4991c97608\js\kanban.js,150,generated by chatgpt,method,"[154,160]",,
auftragsbearbeitung\1166b57043f12163c2254f1a97ca40828e57ba49\files\res\js\classes\statusInfo.js,136,generated by chatgpt,class,"[138,257]",,
GoogleSnakePudding\c465b7edfba62f5aa2544e68096148ff39db9aea\MorePudding.js,2826,generated by chatgpt,no code,,,
ruffle\6a94ec42bd9ad89ab68e1e57b94e8e3b125a81a4\js\search.js,15,generated by chatgpt,file,"[1,31]",,
NoteDrop-frontend\72ae4cd9c19b7edefbdf0078f91f84e7a83642bd\src\components\About\About.jsx,47,generated by chatgpt,no code,,,
carbdown.github.io\cdc0cac24dc2ee633f5af2d98dbf2fe836153d76\src\pages\blogs\OutreachBlog.jsx,29,generated by chatgpt,no code,,,
sketch-connect\edaec88b8dea14d5fc7c212f052c2a4a119c2eca\client\src\pages\homepage.js,12,generated by chatgpt,no code,,,
crazyblogs\7369da5facc12a6aabddbd87293d1ad1767bc6fe\client\src\Pages\AboutPage.js,54,generated by chatgpt,no code,,,
nodejs-worker-threads-talk\4111c47ff0b976a0e451441f5dcfb085ae7686f6\07-pi-with-atomics\compute-pi.js,5,generated by chatgpt,file,"[1,35]",,
fmt\0a18a45f68476dbcd14c8daf0cd85af859e86c01\packages\eslint-config\fixtures\input\javascript.js,1,generated by chatgpt,file,"[1,71]",,
eslint-config\ca0bf8b05cea127683d7731d3b4319a5e7ee3601\fixtures\output\javascript.js,1,generated by chatgpt,file,"[1,64]",,
eslint-config\422c8cc495e0c6b03455f02731f6bbcb22b110b9\fixtures\output\js\javascript.js,1,generated by chatgpt,file,"[1,72]",,
eslint-config\c08e238d9d01b8b14c51a8de87d53e5f29807738\fixtures\output\js\javascript.js,1,generated by chatgpt,file,"[1,63]",,
eslint-config-vue\179156d5ed9213e4d362dc99acfb1ec8f374cca4\subjects\output\with-formatters\javascript.js,1,generated by chatgpt,file,"[1,72]",,
eslint-config\5b197e8df4e1f3064f622884fe44667e1ce1eba7\fixtures\output\tab-single-quotes\javascript.js,1,generated by chatgpt,file,"[1,71]",,
eslint-config\94d88b65e90b4dbe2650597780d57ae20dd5201d\fixtures\output\js\javascript.js,1,generated by chatgpt,file,"[1,63]",,
eslint-config\49f2a386378961dbfec4e4ed973b36c1c42ecf79\eslint\fixtures\output\tab-double-quotes\javascript.js,1,generated by chatgpt,file,"[1,72]",,
jscourse\3a823e2335b6b0c25d62c025995eebcd0052ba92\Projects\bankistdom\script.js,118,generated by chatgpt,no code,,,
codefights\925636e0fc713d37b1f717083da9a42a73e1a0a7\leetcode\sudoku.js,1,generated by copilot,file,"[1,91]",,
edge-extension-examples\f947cd27891885bc2c8462f56ecbae793f41deb6\sharepoint-extension\content.js,14,generated by copilot,method,"[15,35]",,
AdventOfCode2023\c99164f0ff9d818a3a1271cab334527f4795af8a\Day2-Conundrum\main.js,7,generated by copilot,file,"[1,133]",,
dfa-challenge-2-bank\0fe2bd4d3d63eb0c625eec5408c49a86592dd14a\src\Account.js,39,generated by copilot,method,"[38,47]",,
Ocero_Fighter_Game\a3ba233b53728787b22d322538c8e714e49a1d69\app.js,49,generated by copilot,statement,"[49, 49]",,
JSWizardry\13a8d18ad949a6562bfc911a47a6e18e7785e991\JavaScript\very_easy\[20] Buggy Code (Part 5) [VE].js,59,generated by copilot,method,"[58,66]",,
dfa-fullstack-app-skyward\5e205173a298e541a7eb01b1ada790a608775197\frontend\src\components\Header.jsx,2,generated by copilot,file,"[1,90]",,
pt-shortcuts\ef9804dbedbabd93bf91664abe8577ebb1bbfd35\src\App.js,55,generated by copilot,statement,"[22,46]",,
paycode-customer-v2\466e1d3446aae86ff89153bb91128892eb9ae1fc\packages\config\utils.js,220,generated by copilot,method,"[222,287]",,
CopilotTest\d8a68bec3f5ca9d3f880bb73367f13f10e19565f\main.js,16,generated by copilot,statement,"[17,20]",,
dfa-challenge-2-bank\0fe2bd4d3d63eb0c625eec5408c49a86592dd14a\spec\account.spec.js,29,generated by copilot,statement,"[30,109]",,
Front-end\53fc4f5aafc1340db146023215515d397d649b5d\others\test.js,540,generated by copilot,class,"[543,568]",,
editor\9e045152ff21df6a5863f0f7b2528b37228c8ff5\code-oss\modules\vs\editor\test\common\model\bracketPairColorizer\combineTextEditInfos.test.js,78,generated by copilot,class,"[79,114]",,
CandyUtilities\7d2c70b82fbda94699dddbeb0f2c7b9affe7bddc\image\images.js,48,generated by gpt3,method,"[55,79]",,
pwndoc-export-tool\850487eef041dbfc0f2013e12e81f4cb435bbb55\utils.js,61,generated by gpt3,no code,,,
docquery\d1bbc10e5fd811c74e83026d07492d8d50ca64d2\src\docquery\find_leaf_nodes.js,1,generated by gpt-3,file,"[1,66]",,
OpenAI-Discord-Bot\5e48c0210988406269d4c6552f448c540159c5d6\src\commands\ask.js,13,generated by gpt-3,no code,,,
gepeto\c58aef62af9824e82ce08ce14082c0a287fb271d\electron\app.js,92,generated by gpt-3,no code,,,
uvec-summer-2022\53041e671ed27707764ae6ef64926de5fcc4eb84\backend\src\schema.js,33,generated by gpt-3,no code,,,
Trendr-News_Summarization\e0e5e804eff016fc47af1f6e02be462847bd1292\backend\api\models\newsModel.js,24,generated by gpt-3,no code,,,
Modern-AI-Website-React-JS\9a06e986d2ab962821b47c6f31193b43ca2c7c81\src\containers\header\Header.jsx,14,generated by gpt-3,no code,,,
theblogsystem\21bcd88bb7b98dccdbbf48a93c78154a3bc97028\src\siteMetadata.js,7,generated by gpt-3,no code,,,
yuzu-project\71d3ca039c04743d83ba580ddb76793727003245\db_build.cjs,180,generated by gpt-3,file,"[1,178]",,
blip\e9b4f8e7a1fbdda31ecf91ddc61b48dc401590fe\blip-react\src\components\ArticleModal\ResultCard.js,41,generated by gpt-3,no code,,,
discord-chatbot--Oleg\f1ee173704c1e18a6647201bb5432b0ba0efa32a\src\index.js,140,generated by gpt-3,no code,,,
Neumont-Capstone\60eafff26790dc55ae2cc4b3db1555dbf67b839e\Project\react-app\src\components\AnimatedDotsByGPT.jsx,29,generated by gpt-3,no code,,,
VIDEOAI\b656688618a6c25daa776b6bf854eec30995eef2\app\static\js\main.js,45,generated by gpt-3,no code,,,
Web-Services-Tutorial\f41f9472af7af30d59c29bbb5e38a8d282236930\src\server.js,70,generated by gpt-3,no code,,,
generativai\b0284718eed29abea8311f11d2b5a7c3f0330504\functions\index.js,157,generated by gpt-3,no code,,,
OpenAi-Bot\40875ad1a4013cbbe63afc40ba45950fc90f936b\src\commands\ask.js,13,generated by gpt-3,no code,,,
confluence-wizard\12fdcd544b71514c773da91f7ee370365423d664\src\index.js,211,generated by gpt-3,no code,,,
Kapil_OCR\3bb154b486cc1cf086b466ce1eae97d53726efdd\doc-parser-icici\src\docquery\find_leaf_nodes.js,1,generated by gpt-3,file,"[1,66]",,
trendr\60bca4f536165b1e2b705abd22f317463e2e1d7b\backend\api\models\newsModel.js,28,generated by gpt-3,no code,,,
AI-News-Summaries-SocialApp\dfdf0607b74efdbb80b64e6ca8ee50b96feef419\backend\api\models\newsModel.js,28,generated by gpt-3,no code,,,
ChatGPT-Bot\dd71cc026bd1c669da5d648503cebfb55d43723e\src\commands\ask.js,13,generated by gpt-3,no code,,,
gptlint\54d4626ef8302d3e05f9f07afa250874fa542383\fixtures\evals\use-esm\correct\5418d40f.js,13,generated by gpt-4,file,"[1,13]",,
ai\f5f6331e02558a93522859a6ee2abfc61944e94f\misc\square-root-app.js,2,generated by gpt-4,file,"[1,64]",,
microsims\b8e391a334514554dc93028a32c37fcf96a28ac7\docs\sims\pwm\pwm.js,3,generated by gpt-4,file,"[1,56]",,
langchain-semantic-length-example-selector\fa21b41ebe3f989d9bc0eb254c45d18df37127c9\examples\index.js,22,generated by gpt-4,statement,"[23,34]",,
AiandRobo\1b2d991397593ac0df2702fa811ebd6ea16158ee\js\script.js,62,generated by gpt-4,no code,,,
llama-court-app\be8b0eef4cc5aac4f92e4a7027ed87636e6edee9\src\app\page.js,106,generated by gpt-4,no code,,,
ai-docs\648b7c8ad32069ba1a1829714932140b4d48b13a\src\utils.mjs,28,generated by gpt-4,no code,,,
storyteller_be\654b401b6c85514a36c25ec6fd9c79957c5b1b28\server.js,48,generated by gpt-4,no code,,,
Creativity-Experiments\dabf060529f8850ea4e09c3f166696ba8ddf30ec\src\AUT\Generate.js,74,generated by gpt-4,no code,,,
creativity\6895cc2efea3457cdb25158bc9ba707a9191ec91\interface\src\AUT\Absent.js,233,generated by gpt-4,no code,,,
orchestrai\6582f8fc6d1ead422b5b1d2c0ec9d03ec700235c\src\components\ResearchContent.jsx,167,generated by gpt-4,no code,,,
gptlint\5f32e707ba3eb796c0d1e969a1f121ec8736e1ef\fixtures\evals\prefer-loose-array-bounds-checks-in-loops\incorrect\944c32ed.js,12,generated by gpt-4,file,"[1,12]",,
mc-portfolio-frontend\248afceb5a7c65957c5ba98929918e86b6a16cab\src\components\RecipePage.js,27,generated by gpt-4,no code,,,
learn-langchain\dbc827be0256f254074f063a4c5d30a2f3a9985f\docs\sims\logic-gates\logic-gate-lib.js,3,generated by gpt-4,file,"[1,337]",,
creativity\6895cc2efea3457cdb25158bc9ba707a9191ec91\interface\src\AUT\Coach.js,229,generated by gpt-4,no code,,,
gptlint\68b15ce26f1c9b301de525408dbf68cd1ae24fc3\fixtures\evals\no-hardcoded-secrets\incorrect\f3d0b18e.js,5,generated by gpt-4,no code,,,
creativity\99c7169fa091d01edbb5dad7aefbd17174e2889c\interface\src\AUT\Generate.js,149,generated by gpt-4,no code,,,
gptlint\e7dde3d4fc94b7f543bd7fd21f3ba2543665a5a1\fixtures\evals\prefer-early-return\incorrect\244c3110.js,9,generated by gpt-4,file,"[1,9]",,
gptlint\68b15ce26f1c9b301de525408dbf68cd1ae24fc3\fixtures\evals\no-hardcoded-secrets\correct\17588472.js,11,generated by gpt-4,file,"[1,11]",,
gptlint\68b15ce26f1c9b301de525408dbf68cd1ae24fc3\fixtures\evals\no-hardcoded-secrets\correct\7eb04e10.js,4,generated by gpt-4,file,"[1,4]",,
gptlint\68b15ce26f1c9b301de525408dbf68cd1ae24fc3\fixtures\evals\no-hardcoded-secrets\correct\0be65f2d.js,11,generated by gpt-4,file,"[1,9]",,
gptlint\68b15ce26f1c9b301de525408dbf68cd1ae24fc3\fixtures\evals\no-hardcoded-secrets\incorrect\2b41f4a2.js,6,generated by gpt-4,file,"[1,5]",,
gptlint\68b15ce26f1c9b301de525408dbf68cd1ae24fc3\fixtures\evals\no-hardcoded-secrets\incorrect\f231e3ed.js,5,generated by gpt-4,file,"[1,3]",,
gptlint\68b15ce26f1c9b301de525408dbf68cd1ae24fc3\fixtures\evals\no-hardcoded-secrets\incorrect\1ce1ba2b.js,8,generated by gpt-4,file,"[1,8]",,
gptlint\68b15ce26f1c9b301de525408dbf68cd1ae24fc3\fixtures\evals\no-hardcoded-secrets\incorrect\bed7623f.js,8,generated by gpt-4,file,"[1,8]",,
gptlint\5f32e707ba3eb796c0d1e969a1f121ec8736e1ef\fixtures\evals\prefer-loose-array-bounds-checks-in-loops\correct\a788602c.js,10,generated by gpt-4,file,"[1,10]",,
gptlint\5f32e707ba3eb796c0d1e969a1f121ec8736e1ef\fixtures\evals\prefer-loose-array-bounds-checks-in-loops\correct\1ea90083.js,10,generated by gpt-4,file,"[1,10]",,
gptlint\5f32e707ba3eb796c0d1e969a1f121ec8736e1ef\fixtures\evals\prefer-loose-array-bounds-checks-in-loops\correct\0b045d74.js,10,generated by gpt-4,file,"[1,10]",,
gptlint\68b15ce26f1c9b301de525408dbf68cd1ae24fc3\fixtures\evals\no-hardcoded-secrets\correct\349e4407.js,4,generated by gpt-4,file,"[1,4]",,
gptlint\5f32e707ba3eb796c0d1e969a1f121ec8736e1ef\fixtures\evals\prefer-loose-array-bounds-checks-in-loops\incorrect\6eda3a49.js,9,generated by gpt-4,file,"[1,9]",,
gptlint\5f32e707ba3eb796c0d1e969a1f121ec8736e1ef\fixtures\evals\prefer-loose-array-bounds-checks-in-loops\incorrect\949822cb.js,11,generated by gpt-4,file,"[1,11]",,
gptlint\68b15ce26f1c9b301de525408dbf68cd1ae24fc3\fixtures\evals\no-hardcoded-secrets\incorrect\3eb37fed.js,8,generated by gpt-4,file,"[1,8]",,
gptlint\68b15ce26f1c9b301de525408dbf68cd1ae24fc3\fixtures\evals\no-hardcoded-secrets\incorrect\73c670c2.js,5,generated by gpt-4,file,"[1,5]",,
gptlint\d778cf0369b7c44ab181e70b09c178818af52e29\fixtures\evals\always-handle-promises\incorrect\fab3d9f1.js,10,generated by gpt-4,file,"[1,10]",,
gptlint\e7dde3d4fc94b7f543bd7fd21f3ba2543665a5a1\fixtures\evals\prefer-early-return\correct\c9cdf147.js,10,generated by gpt-4,file,"[1,10]",,
gptlint\54d4626ef8302d3e05f9f07afa250874fa542383\fixtures\evals\use-esm\correct\347096a9.js,9,generated by gpt-4,file,"[1,9]",,
gptlint\68b15ce26f1c9b301de525408dbf68cd1ae24fc3\fixtures\evals\no-hardcoded-secrets\correct\c35bd208.js,5,generated by gpt-4,file,"[1,5]",,
gptlint\68b15ce26f1c9b301de525408dbf68cd1ae24fc3\fixtures\evals\no-hardcoded-secrets\correct\f43fa7ea.js,4,generated by gpt-4,file,"[1,4]",,
gptlint\68b15ce26f1c9b301de525408dbf68cd1ae24fc3\fixtures\evals\no-hardcoded-secrets\correct\e61c3754.js,10,generated by gpt-4,file,"[1,10]",,
gptlint\68b15ce26f1c9b301de525408dbf68cd1ae24fc3\fixtures\evals\no-hardcoded-secrets\correct\61b641f4.js,8,generated by gpt-4,file,"[1,8]",,
gptlint\54d4626ef8302d3e05f9f07afa250874fa542383\fixtures\evals\use-esm\incorrect\e00d7173.js,10,generated by gpt-4,file,"[1,10]",,
gptlint\54d4626ef8302d3e05f9f07afa250874fa542383\fixtures\evals\use-esm\incorrect\f2dd462e.js,7,generated by gpt-4,file,"[1,7]",,
gptlint\68b15ce26f1c9b301de525408dbf68cd1ae24fc3\fixtures\evals\no-hardcoded-secrets\incorrect\94476ec1.js,6,generated by gpt-4,file,"[1,6]",,
gptlint\5f32e707ba3eb796c0d1e969a1f121ec8736e1ef\fixtures\evals\prefer-loose-array-bounds-checks-in-loops\correct\5e52ea7b.js,8,generated by gpt-4,file,"[1,8]",,
gptlint\68b15ce26f1c9b301de525408dbf68cd1ae24fc3\fixtures\evals\no-hardcoded-secrets\correct\31be1cd6.js,7,generated by gpt-4,file,"[1,7]",,
gptlint\68b15ce26f1c9b301de525408dbf68cd1ae24fc3\fixtures\evals\no-hardcoded-secrets\incorrect\fa3d004d.js,8,generated by gpt-4,file,"[1,8]",,
gptlint\d778cf0369b7c44ab181e70b09c178818af52e29\fixtures\evals\always-handle-promises\correct\6a9778a1.js,12,generated by gpt-4,file,"[1,12]",,
gptlint\68b15ce26f1c9b301de525408dbf68cd1ae24fc3\fixtures\evals\no-hardcoded-secrets\incorrect\11bea0df.js,5,generated by gpt-4,file,"[1,5]",,
gptlint\68b15ce26f1c9b301de525408dbf68cd1ae24fc3\fixtures\evals\no-hardcoded-secrets\incorrect\8efa7ede.js,5,generated by gpt-4,file,"[1,5]",,
gptlint\68b15ce26f1c9b301de525408dbf68cd1ae24fc3\fixtures\evals\no-hardcoded-secrets\incorrect\c1422751.js,5,generated by gpt-4,file,"[1,5]",,
gptlint\68b15ce26f1c9b301de525408dbf68cd1ae24fc3\fixtures\evals\no-hardcoded-secrets\incorrect\64891f30.js,5,generated by gpt-4,file,"[1,5]",,
gptlint\d778cf0369b7c44ab181e70b09c178818af52e29\fixtures\evals\always-handle-promises\incorrect\9e046657.js,8,generated by gpt-4,file,"[1,8]",,
gptlint\e7dde3d4fc94b7f543bd7fd21f3ba2543665a5a1\fixtures\evals\prefer-early-return\correct\6038a5f3.js,10,generated by gpt-4,file,"[1,10]",,
